,Unnamed: 0,transcript,user_action,user_action_num
95,95,turn the vestibule lights up,IncreaseBrightness,2
96,96,turn on the waiting room brightness to two,SetLightBrightness,4
97,97,er dingrolage to saimen degri,SetLightBrightness,4
98,98,turn twilet romlights on,SwitchLightOn,1
99,99,turn up the brightness,IncreaseBrightness,2
100,100,turn up the brightness and the changing room,IncreaseBrightness,2
101,101,turn up the lighting,IncreaseBrightness,2
102,102,can you turn to brightness dowt into the back yard,DecreaseBrightness,3
103,103,turn up the lights,IncreaseBrightness,2
104,104,turn up the lights in the cella,IncreaseBrightness,2
105,105,turn up to light in the kid's room,IncreaseBrightness,2
106,106,turn up the lights in the kitchen,IncreaseBrightness,2
107,107,turn up the lights in the pantry,IncreaseBrightness,2
108,108,turn up the lights in the parking,IncreaseBrightness,2
109,109,turn up the lights in the patio,IncreaseBrightness,2
110,110,tan ap the light in the tarlets,IncreaseBrightness,2
111,111,torn up the lates,IncreaseBrightness,2
112,112,can you turn the brightness to ten,SetLightBrightness,4
113,113,turn up the lights,IncreaseBrightness,2
114,114,turned vegetible lighting on,SwitchLightOn,1
115,115,we have a large meeting room i need some red lights in there,SetLightColor,5
116,116,we need the bults turned brighter in this room,IncreaseBrightness,2
117,117,what do i need to do to get the dining room to fifty brightness,SetLightBrightness,4
118,118,will you increase the breakness please,IncreaseBrightness,2
119,119,will you make the entrance lights read for the afternoon,SetLightColor,5
120,120,we you set the changing room to fifty brightness,SetLightBrightness,4
121,121,would you please turn down the brightness,DecreaseBrightness,3
122,122,would you please turn on the lights and my cubicle,SwitchLightOn,1
123,123,can you tarn break us up in the bedroom,IncreaseBrightness,2
124,124,would you switch my kitchen letting to on,SwitchLightOn,1
125,125,would you turn on my basement lights,SwitchLightOn,1
126,126,would you turn on my basement lights,SwitchLightOn,1
127,127,a just brightness of lounge lights to a value of twenty two,SetLightBrightness,4
128,128,all lates off,SwitchLightOff,0
129,129,all lights off please,SwitchLightOff,0
130,130,basement light should be set to twelve,SetLightBrightness,4
131,131,basement lights should be turned on,SwitchLightOn,1
132,132,bartrom bretna too twenty two,SetLightBrightness,4
133,133,batrom is too dark increased a greatness,IncreaseBrightness,2
134,134,can you turn the sillar la on,SwitchLightOn,1
135,135,drot from lights off,SwitchLightOff,0
136,136,bedroom brightness to two please,SetLightBrightness,4
137,137,bedroom light down,DecreaseBrightness,3
138,138,boardroom is dark please turn on lights,SwitchLightOn,1
139,139,brighton lat and kitchen,IncreaseBrightness,2
140,140,brighten up the cubicle,IncreaseBrightness,2
141,141,bring up the lights,IncreaseBrightness,2
142,142,can you give me some light please,SwitchLightOn,1
143,143,can you give me some light please in the kitchen,SwitchLightOn,1
144,144,can you give me some lights,SwitchLightOn,1
145,145,could you turn to cubrica light to twenty two,SetLightBrightness,4
146,146,can you increase the brightness,IncreaseBrightness,2
147,147,can you increase the brightness in the laundry room,IncreaseBrightness,2
148,148,can you increase the brightness of the entire house,IncreaseBrightness,2
149,149,can you make the bedroom a little darker if possible,DecreaseBrightness,3
150,150,can you make the light go blue,SetLightColor,5
151,151,you please turn all the light,SwitchLightOn,1
152,152,en nee turned down the lights and here,DecreaseBrightness,3
153,153,can you turne off the sellar lights,SwitchLightOff,0
154,154,can you trut off the house lights,SwitchLightOff,0
155,155,you turn off the kats bedroom lights,SwitchLightOff,0
156,156,can you turn the lights down one notch,DecreaseBrightness,3
157,157,can you tand the lag ston,DecreaseBrightness,3
158,158,turinto a lights to pincoler,SetLightColor,5
159,159,change on st backyard lates to brightness setting aff tol,SetLightBrightness,4
160,160,change bedroom lighting to pink,SetLightColor,5
161,161,chaned breatness of lights in the tilets to tonty present,SetLightBrightness,4
162,162,changed their color of bathanligts to pink,SetLightColor,5
163,163,ting into the lot of gadis laid stooping,SetLightColor,5
164,164,change limp to pink,SetLightColor,5
165,165,change lighting to pink,SetLightColor,5
166,166,changed lights to blue,SetLightColor,5
167,167,then he turned the lights off,SwitchLightOff,0
168,168,change lights to pink,SetLightColor,5
169,169,cining the galles leds to pink,SetLightColor,5
170,170,change delight to pink,SetLightColor,5
171,171,change the pasio like to pink,SetLightColor,5
172,172,change the passio lihes to green,SetLightColor,5
173,173,change the wad,SetLightColor,5
174,174,changing room lights off clease,SwitchLightOff,0
175,175,glose are lates in the kitchs room,SwitchLightOff,0
176,176,create mood and bedroom turne lights to red,SetLightColor,5
177,177,cut off the lates in riched bule,SwitchLightOff,0
178,178,adjust of brightness to seventy three,SetLightBrightness,4
179,179,change all of the garden lighting between di are,SetLightBrightness,4
180,180,darken the light in the toilet,DecreaseBrightness,3
181,181,decrees brightness in cellar,DecreaseBrightness,3
182,182,decrease brightness in the basemoon,DecreaseBrightness,3
183,183,decrees brightness of bathroom light,DecreaseBrightness,3
184,184,decrease brightness please,DecreaseBrightness,3
185,185,decreased lights in laundry room to all the way off,SwitchLightOff,0
186,186,decreased telight in the small meeting room,DecreaseBrightness,3
187,187,gem the basement,DecreaseBrightness,3
188,188,im the bedroom light,DecreaseBrightness,3
189,189,dimm the boldroon,DecreaseBrightness,3
190,190,change all the lights to fifty,SetLightBrightness,4
191,191,dim docades bedroom likhts,DecreaseBrightness,3
192,192,dimmed the lights in the cubicle,DecreaseBrightness,3
193,193,dim the lights in the garden,DecreaseBrightness,3
194,194,dining room light at thirty nine,SetLightBrightness,4
195,195,dining room lights at twenty two per cent,SetLightBrightness,4
196,196,dining room lights off please,SwitchLightOff,0
197,197,dining room needs to be at twelve per cent,SetLightBrightness,4
198,198,o not waste the lights decrease it please,DecreaseBrightness,3
199,199,double the brightness,IncreaseBrightness,2
200,200,entrance light level to ten,SetLightBrightness,4
201,201,change back yaird liking to ping please,SetLightColor,5
202,202,enten sides to pink pleace,SetLightColor,5
203,203,entrance should be lit at intensity too,SetLightBrightness,4
204,204,garage lights to redpleys,SetLightColor,5
205,205,get the bedd dark,SwitchLightOff,0
206,206,get the light on now please,SwitchLightOn,1
207,207,give me light said the kitchen,SwitchLightOn,1
208,208,green is what i would like to the lights to be rate now,SetLightColor,5
209,209,green lights in the liaving room,SetLightColor,5
210,210,green lights on in living room,SetLightColor,5
211,211,half it be less bright,DecreaseBrightness,3
212,212,changed child's bedroom to have redlahtes,SetLightColor,5
213,213,help me turn down the lake,DecreaseBrightness,3
214,214,help me dand down the late in the celelare,DecreaseBrightness,3
215,215,hey bright in the bedroom,IncreaseBrightness,2
216,216,i cannotrstand darkness turned up the brightness now,IncreaseBrightness,2
217,217,i need life,SwitchLightOn,1
218,218,they need light on in the kitcren,SwitchLightOn,1
219,219,meed to brighten up the meeting room,SwitchLightOn,1
220,220,i mall the lads weeping ron to beblu,SetLightColor,5
221,221,i want to turn the lades,SwitchLightOn,1
222,222,i want you to make the light deamer,DecreaseBrightness,3
223,223,gant colord bupling,SetLightColor,5
224,224,i would like the bestyo to get some laden at,SwitchLightOn,1
225,225,illuminate cellar,SwitchLightOn,1
226,226,illuminate the kidsroom,SwitchLightOn,1
227,227,in my kid's bedroom changed the brightness to fifty,SetLightBrightness,4
228,228,and my kid's room turned the lights off,SwitchLightOff,0
229,229,in the back yard the lights need to be pink,SetLightColor,5
230,230,increased brakness in that lang,IncreaseBrightness,2
231,231,increase brightness in the studio,IncreaseBrightness,2
232,232,increased the brightness of light,IncreaseBrightness,2
233,233,crease flighting in the garage,IncreaseBrightness,2
234,234,change kids rom white to pink,SetLightColor,5
235,235,increase the brightness,IncreaseBrightness,2
236,236,increase the braveness in yer,IncreaseBrightness,2
237,237,increased the breatness in the basement,IncreaseBrightness,2
238,238,increase the brightness of entrance,IncreaseBrightness,2
239,239,increased the brightness of the grage,IncreaseBrightness,2
240,240,increased e braidness af te lights,IncreaseBrightness,2
241,241,increased the brightness on the patio,IncreaseBrightness,2
242,242,is it possible to tand down the lake,DecreaseBrightness,3
243,243,is it possible to turn down the light in the living room,DecreaseBrightness,3
244,244,it's darken here,SwitchLightOn,1
245,245,change the laundry room lights to pivecles,SetLightBrightness,4
246,246,getting so darken here can you put the lights up,IncreaseBrightness,2
247,247,t's pretty bright in here is there are possibility you can turn the lights ten,DecreaseBrightness,3
248,248,it's pretty dark here why don't you turn the lights up,IncreaseBrightness,2
249,249,so dark in here please turn up the lights just a little,IncreaseBrightness,2
250,250,twat too brightin here turned on the brightness please,DecreaseBrightness,3
251,251,kate's bedroom likes to rend please,SetLightColor,5
252,252,heaturn lights on now,SwitchLightOn,1
253,253,kitchen no more lights,SwitchLightOff,0
254,254,landy room brightnass fayou,SetLightBrightness,4
255,255,learndridl late son,SwitchLightOn,1
256,256,change light color to pink,SetLightColor,5
257,257,laundry room lights to two,SetLightBrightness,4
258,258,let there be light,SwitchLightOn,1
259,259,labl pignestinpesent u,SetLightBrightness,4
260,260,light arn in the bath room,SwitchLightOn,1
261,261,light up grage,SwitchLightOn,1
262,262,lighting up he de lu,IncreaseBrightness,2
263,263,lights are off,SwitchLightOff,0
264,264,lights at seventy three in the bedroom pleace,SetLightBrightness,4
265,265,lights need brightened in the lounge,IncreaseBrightness,2
266,266,lights off changing room,SwitchLightOff,0
267,267,retain light colored looping,SetLightColor,5
268,268,lights off for entire house,SwitchLightOff,0
269,269,lightfouf in the garden,SwitchLightOff,0
270,270,light fow in the toilets,SwitchLightOff,0
271,271,lights on,SwitchLightOn,1
272,272,like john please like john please,SwitchLightOn,1
273,273,light should be set at level twenty two,SetLightBrightness,4
274,274,lig its way down in small meeting room,SwitchLightOff,0
275,275,living room lights of,SwitchLightOff,0
276,276,the lliving lights on for now please,SwitchLightOn,1
277,277,changed the light level to twenty in the bedroom,SetLightBrightness,4
278,278,lounge lights on please,SwitchLightOn,1
279,279,rorcud's bedroom lights,DecreaseBrightness,3
280,280,lower lights brightness,DecreaseBrightness,3
281,281,noble debrightness,DecreaseBrightness,3
282,282,lover the brightness of light bunt,DecreaseBrightness,3
283,283,bowin te light in a children's play room,DecreaseBrightness,3
284,284,ne quolicigs of unlights red colored,SetLightColor,5
285,285,make all lights pink an color,SetLightColor,5
286,286,make it darker in here,DecreaseBrightness,3
287,287,make it darker in the waiting room,DecreaseBrightness,3
288,288,i'm just the brightness to twenty two,SetLightBrightness,4
289,289,change lights and grods till evele five,SetLightBrightness,4
290,290,make it less bright in the bedroom,DecreaseBrightness,3
291,291,make it lighter in here,IncreaseBrightness,2
292,292,make it to the loungelight es pink,SetLightColor,5
293,293,make lat read,SetLightColor,5
294,294,make the light blue,SetLightColor,5
295,295,make the light colar to pink,SetLightColor,5
296,296,make the light pink,SetLightColor,5
297,297,make the light read,SetLightColor,5
298,298,make the lights go off,SwitchLightOff,0
299,299,make the lights read in the office,SetLightColor,5
300,300,change lights to blue,SetLightColor,5
301,301,make delights to level thirty two,SetLightBrightness,4
302,302,make the living room lighter,IncreaseBrightness,2
303,303,make the sturiolates braiter,IncreaseBrightness,2
304,304,martifi bretnasof living room laid bal two seventy three,SetLightBrightness,4
305,305,modify the color of allightbolds to pink,SetLightColor,5
306,306,need light,SwitchLightOn,1
307,307,made light in the kitchen,SwitchLightOn,1
308,308,no more light in here,SwitchLightOff,0
309,309,pantry light levels should be two per cent,SetLightBrightness,4
310,310,pandry lats off,SwitchLightOff,0
311,311,changelate to pink,SetLightColor,5
312,312,pantry make it dark,SwitchLightOff,0
313,313,parking lights on please,SwitchLightOn,1
314,314,pettyill ligts please,SwitchLightOn,1
315,315,padiolights turned on,SwitchLightOn,1
316,316,pink lides near a kitchen please,SetLightColor,5
317,317,please brightened the lounge,IncreaseBrightness,2
318,318,please brighten up the dining room,SwitchLightOn,1
319,319,pleased in the lights,DecreaseBrightness,3
320,320,please give me lights,SwitchLightOn,1
321,321,please give me lights in the kitchen,SwitchLightOn,1
322,322,change lights to read,SetLightColor,5
323,323,please give me some light,SwitchLightOn,1
324,324,please give me some light in the kitchen,SwitchLightOn,1
325,325,please increase the brightness,IncreaseBrightness,2
326,326,please increase the light brightness everywhere,IncreaseBrightness,2
327,327,please increase the meeting room brightness,IncreaseBrightness,2
328,328,please lord bisman likes,DecreaseBrightness,3
329,329,please make the light blue,SetLightColor,5
330,330,please make the best you'll light read umh,SetLightColor,5
331,331,reave nee to mite,SwitchLightOn,1
332,332,freed me srome light in the kitchen,SwitchLightOn,1
333,333,change lue lights to pink for me,SetLightColor,5
334,334,lea some ligkt,SwitchLightOn,1
335,335,play some light in the kitchen,SwitchLightOn,1
336,336,blis wich the letterf or lights to git in,SetLightColor,5
337,337,pleas swish lights off,SwitchLightOff,0
338,338,please switch off lounge lates,SwitchLightOff,0
339,339,please switch off the kitchen lights after you cook,SwitchLightOff,0
340,340,please whit you off the studio lights,SwitchLightOff,0
341,341,please the increase the brightness it's too dark,IncreaseBrightness,2
342,342,please turn down the light for me,DecreaseBrightness,3
343,343,please turn lights on,SwitchLightOn,1
344,344,ce te meeting room lade sto pink,SetLightColor,5
345,345,please turn of laundry room late,SwitchLightOff,0
346,346,he's turned off lights everywhere,SwitchLightOff,0
347,347,please turn off parking lights,SwitchLightOff,0
348,348,please turn off the house lights,SwitchLightOff,0
349,349,peternal flight,SwitchLightOff,0
350,350,please turtle off the lights of the kine room,SwitchLightOff,0
351,351,please turn on the lights,SwitchLightOn,1
352,352,he's turned on the lights of changing room,SwitchLightOn,1
353,353,theys turn the pantry lights to level thirty nine,SetLightBrightness,4
354,354,put on the cerial bulbs in the dining room,SwitchLightOn,1
355,355,change office lates to peaque please,SetLightColor,5
356,356,wat dhe light sing ta office on a grim,SetLightColor,5
357,357,put the lights on the vegetable,SwitchLightOn,1
358,358,reduced brightness of lightbult,DecreaseBrightness,3
359,359,so let green light,SetLightColor,5
360,360,said britness af or lade to fifteen,SetLightBrightness,4
361,361,set bratnas off host to fifty,SetLightBrightness,4
362,362,seid brightness to five,SetLightBrightness,4
363,363,set light a level twenty two,SetLightBrightness,4
364,364,set the bedroom lights to thirty nine,SetLightBrightness,4
365,365,set the colour of meeting room lights to blue,SetLightColor,5
366,366,set the lights to ten in the vastibule,SetLightBrightness,4
367,367,can you please turn down the lights,DecreaseBrightness,3
368,368,set the lights to the own position,SwitchLightOn,1
369,369,set the lights to twenty two in the office,SetLightBrightness,4
370,370,set the lights to twenty two per cent,SetLightBrightness,4
371,371,set delights to zero brightness,SwitchLightOff,0
372,372,set the lights to zero brightness in the office,SwitchLightOff,0
373,373,set the living rooms light to twenty,SetLightBrightness,4
374,374,send that beshu light to fight,SetLightBrightness,4
375,375,set the vesetible lights to level thirty nine,SetLightBrightness,4
376,376,shine some light in here,SwitchLightOn,1
377,377,find some lightin her,SwitchLightOn,1
378,378,can you put light on in the backyard,SwitchLightOn,1
379,379,shines some lights in the office,SwitchLightOn,1
380,380,chine the lights at level twelve,SetLightBrightness,4
381,381,shed down the kits by doom light,SwitchLightOff,0
382,382,shut down the lights,SwitchLightOff,0
383,383,shut off the lights at the entrance,SwitchLightOff,0
384,384,shut off the lights in the gruge,SwitchLightOff,0
385,385,shut off the lights in the lu,SwitchLightOff,0
386,386,shet off the lights please,SwitchLightOff,0
387,387,shut off the lounge lights,SwitchLightOff,0
388,388,shut the lights down in the bathroom,SwitchLightOff,0
389,389,can you put the lits totwev in the cubico,SetLightBrightness,4
390,390,shut the lights down in the entrance,SwitchLightOff,0
391,391,shut the lights off,SwitchLightOff,0
392,392,sir in the office pleased set the connected lapebolds to brightness of ten,SetLightBrightness,4
393,393,sir pleasd set the brightness of the connected lights to bolb to fifty,SetLightBrightness,4
394,394,situate delights to thirty nine per cent in the cubicle,SetLightBrightness,4
395,395,stop lighting the cubicle,SwitchLightOff,0
396,396,stop the lights,SwitchLightOff,0
397,397,stop the lights from shining in the bathroom,SwitchLightOff,0
398,398,stor the lights from shining in the shed,SwitchLightOff,0
399,399,change the back yard late to green,SetLightColor,5
400,400,lecl inquentity of the tubelight to tuperfont,SetLightBrightness,4
401,401,set the lights in the changing room to level twenty two,SetLightBrightness,4
402,402,set the living room lights to ten per cent,SetLightBrightness,4
403,403,said the panty brightness to don't he,SetLightBrightness,4
404,404,seventy three is what brightness should be,SetLightBrightness,4
405,405,shut off the kitchen light,SwitchLightOff,0
406,406,so much darkness in here turn up the bulbs,IncreaseBrightness,2
407,407,some wihte,SwitchLightOn,1
408,408,some light in the kitchen,SwitchLightOn,1
409,409,some lights in the kitchen,SwitchLightOn,1
410,410,changed the basement brightness to seventy three,SetLightBrightness,4
411,411,studio lights off,SwitchLightOff,0
412,412,sturdio lights on please,SwitchLightOn,1
413,413,switch bath ro lites off,SwitchLightOff,0
414,414,switch house lights off,SwitchLightOff,0
415,415,twig lihes of,SwitchLightOff,0
416,416,switch lights on,SwitchLightOn,1
417,417,switch lights on investiule,SwitchLightOn,1
418,418,sweet off laundry room light am,SwitchLightOff,0
419,419,swit of the batroom lades,SwitchLightOff,0
420,420,fit off the lamp's please,SwitchLightOff,0
421,421,change the basement brightness to two,SetLightBrightness,4
422,422,switch off the light in the toilet,SwitchLightOff,0
423,423,switch off the lights,SwitchLightOff,0
424,424,which av best to bel like all,SwitchLightOff,0
425,425,switched the garrage light to pink,SetLightColor,5
426,426,switched the lamps off,SwitchLightOff,0
427,427,swish the like to bloom,SetLightColor,5
428,428,take all lights off as soon as possible,SwitchLightOff,0
429,429,the back yard is too bright an you turned it down a little,DecreaseBrightness,3
430,430,the butroom lights need change to blue,SetLightColor,5
431,431,the babron lives need to glowred,SetLightColor,5
432,432,a just the sello lights to twenty two,SetLightBrightness,4
433,433,change the betroo lights the blue,SetLightColor,5
434,434,the ballroom is done take off the light,SwitchLightOff,0
435,435,the cellar is cold and dark pleas turn up the brightness,IncreaseBrightness,2
436,436,the house is getting too little light turn off the brightness please,IncreaseBrightness,2
437,437,the kitchen should not be so bright,DecreaseBrightness,3
438,438,the large mitting room needs to be turned off,SwitchLightOff,0
439,439,the light is too bright so turn it down the light is too bright so turn it down,DecreaseBrightness,3
440,440,light need to be blue in the studio,SetLightColor,5
441,441,the lieu has too much lights,DecreaseBrightness,3
442,442,the lu is a little dark turn up the brightness a little,IncreaseBrightness,2
443,443,the office has too much light it needs to be turned down,DecreaseBrightness,3
444,444,changed the brightness of the lights to twenty two percent,SetLightBrightness,4
445,445,the office is a little too dark ese turn on the lights,IncreaseBrightness,2
446,446,the parking area kneed the lights off,SwitchLightOff,0
447,447,the shed needs more light,IncreaseBrightness,2
448,448,the sun is going down and its getting dark turn the lights up,IncreaseBrightness,2
449,449,the toilets are too bright turn the lights down,DecreaseBrightness,3
450,450,there is no one in the living room take the lights off,SwitchLightOff,0
451,451,this entire apartment is in darkness you need to turn the light brightness up,IncreaseBrightness,2
452,452,this room is pretty dark just turned down the brightness,IncreaseBrightness,2
453,453,toiligt light change to level thirty nine,SetLightBrightness,4
454,454,dernarlkichen not sto pinkeler,SetLightColor,5
455,455,changed se brightness to fifty in the entire apartment,SetLightBrightness,4
456,456,turn all light bulbs into pink colour,SetLightColor,5
457,457,turn bath from lights up,IncreaseBrightness,2
458,458,turn bedroom red,SetLightColor,5
459,459,uned on the lighting in the pantry,DecreaseBrightness,3
460,460,turn down mites everywhere,DecreaseBrightness,3
461,461,turned down the brightness level of lightbults,DecreaseBrightness,3
462,462,turned owt the lamps a bit,DecreaseBrightness,3
463,463,turn them the light to tad bit please,DecreaseBrightness,3
464,464,tand on the late in the entrance room,DecreaseBrightness,3
465,465,don't evlu,SetLightColor,5
466,466,gn gabitness ben poit belind cloten ha,SetLightBrightness,4
467,467,turn lates ride,SetLightColor,5
468,468,tar loatup in hose,IncreaseBrightness,2
469,469,tan ouf all by doom lamp's place,SwitchLightOff,0
470,470,turn off bedroom lates,SwitchLightOff,0
471,471,dont off dining room light,SwitchLightOff,0
472,472,turn off rights and lieu,SwitchLightOff,0
473,473,down afhr lamps,SwitchLightOff,0
474,474,turn off the lights,SwitchLightOff,0
475,475,turn off the lights in the bedroom,SwitchLightOff,0
476,476,dun't off doll it late,SwitchLightOff,0
477,477,change the brightness to twenty,SetLightBrightness,4
478,478,turned off te seihts of burtitan,SetLightBrightness,4
479,479,turn on kitchen lights,SwitchLightOn,1
480,480,turn on the tainting room lights,SwitchLightOn,1
481,481,turn on the gardenlight,SwitchLightOn,1
482,482,terribble voice,SwitchLightOn,1
483,483,turn on the lights of the bed,SwitchLightOn,1
484,484,turn on ha lights in the children room,SwitchLightOn,1
485,485,turn on the lights urgently,SwitchLightOn,1
486,486,don't stood your light up,SwitchLightOn,1
487,487,though the basement lighes move,SetLightColor,5
488,488,change the brightness to two,SetLightBrightness,4
489,489,tan to brigt this down,DecreaseBrightness,3
490,490,turn the garden lights to brightness too please,SetLightBrightness,4
491,491,turn the house light pink,SetLightColor,5
492,492,dand the lad down in the backyard,DecreaseBrightness,3
493,493,tanned the light down in the bedroom,DecreaseBrightness,3
494,494,turn the light down in the paddle,DecreaseBrightness,3
495,495,turn the lihe down,DecreaseBrightness,3
496,496,handl it off,SwitchLightOff,0
497,497,on the legs tred,SetLightColor,5
498,498,turn the lights up,IncreaseBrightness,2
499,499,changed the bulbs to twelve per set in brightness,SetLightBrightness,4
500,500,turnd a treelight pink,SetLightColor,5
501,501,turn up light and basement,IncreaseBrightness,2
502,502,turn of lights and flet,IncreaseBrightness,2
503,503,turn up the brightness,IncreaseBrightness,2
504,504,turn up the brightness in the patio,IncreaseBrightness,2
505,505,dan up the brakness in the studio,IncreaseBrightness,2
506,506,down up the late in the kiten,IncreaseBrightness,2
507,507,why is everywhere so dark ye need to turn up the brightness,IncreaseBrightness,2
508,508,why is it so bright in here please turn it down a notch,DecreaseBrightness,3
509,509,why is there are no lights in the waiting room turn it out please,IncreaseBrightness,2
510,510,chaned the garara flash too red,SetLightColor,5
511,511,will you turn the brightness to level thirty nine,SetLightBrightness,4
512,512,change the color of the lights to blue in the dining room,SetLightColor,5
513,513,change the colour of the lights to blue,SetLightColor,5
514,514,adjust the change of room intensity of the lighting to two per sent,SetLightBrightness,4
515,515,change the color of the late to green,SetLightColor,5
516,516,tis the gollod of the lade too pinkles,SetLightColor,5
517,517,changed the color to blue,SetLightColor,5
518,518,change the collars to pink,SetLightColor,5
519,519,change the cupical light sub to ten,SetLightBrightness,4
520,520,change the grage lights to peak,SetLightColor,5
521,521,change the kid's bedroom light bulb color to green,SetLightColor,5
522,522,change the kitchen lights to green,SetLightColor,5
523,523,ceing the lion grivoncaler togren,SetLightColor,5
524,524,change the laundry room lights to green,SetLightColor,5
525,525,addressed the glow of the balb to level two,SetLightBrightness,4
526,526,tilin the larmbrivom lid storead,SetLightColor,5
527,527,changed the light blue,SetLightColor,5
528,528,change the light color to pink pleace,SetLightColor,5
529,529,change the light setting to on,SwitchLightOn,1
530,530,change the light to blue,SetLightColor,5
531,531,change the light to pink,SetLightColor,5
